term_str,n,num,stop,p_stem,pos_max,p,s,i,h,wlen,df,idf,tfidf_sum_doc_max
pherae,6,0,0,phera,NNP,1.104374427105766e-05,90549.0,16.46641108805778,0.00018185083311861842,6,2,1.0,0.0008683211345075359
pheras,2,0,0,phera,NNP,3.681248090352553e-06,271647.0,18.051373588778933,6.645158455193296e-05,6,1,2.0,0.0007216308858019123
phere,1,0,0,phere,NNP,1.8406240451762765e-06,543294.0,19.051373588778933,3.5066416321142754e-05,5,1,2.0,0.0002798376941374003
phereclus,2,0,0,phereclu,CC,3.681248090352553e-06,271647.0,18.051373588778933,6.645158455193296e-05,9,2,1.0,0.00028946273820074737
pheres,4,0,0,phere,NNP,7.362496180705106e-06,135823.5,17.051373588778933,0.00012554067292316082,6,4,0.0,0.0
pheretiades,1,0,0,pheretiad,NNP,1.8406240451762765e-06,543294.0,19.051373588778933,3.5066416321142754e-05,11,1,2.0,0.0002990877822640945
pheris,3,0,0,pheri,NNP,5.52187213552883e-06,181098.0,17.46641108805778,9.644728869483803e-05,6,1,2.0,0.0010824463287028685
pherusa,2,0,0,pherusa,NNP,3.681248090352553e-06,271647.0,18.051373588778933,6.645158455193296e-05,7,2,1.0,0.00028946273820074737
phidias,1,0,0,phidia,NNP,1.8406240451762765e-06,543294.0,19.051373588778933,3.5066416321142754e-05,7,1,2.0,0.0002990877822640945
phidippus,1,0,0,phidippu,NNP,1.8406240451762765e-06,543294.0,19.051373588778933,3.5066416321142754e-05,9,1,2.0,0.0002990877822640945
phidon,1,0,0,phidon,NNP,1.8406240451762765e-06,543294.0,19.051373588778933,3.5066416321142754e-05,6,1,2.0,0.00036081544290095615
philetors,1,0,0,philetor,NNP,1.8406240451762765e-06,543294.0,19.051373588778933,3.5066416321142754e-05,9,1,2.0,0.0002990877822640945
philoctetes,7,0,0,philoctet,NNP,1.2884368316233936e-05,77613.42857142858,16.24401866672133,0.00020929391943781694,11,4,0.0,0.0
philoetius,14,0,0,philoetiu,NNP,2.576873663246787e-05,38806.71428571429,15.24401866672133,0.00039281910224316595,10,1,2.0,0.004186602870813397
philomeleides,2,0,0,philomeleid,NNP,3.681248090352553e-06,271647.0,18.051373588778933,6.645158455193296e-05,13,1,2.0,0.0005980861244019139
philomelides,2,0,0,philomelid,NNP,3.681248090352553e-06,271647.0,18.051373588778933,6.645158455193296e-05,12,1,2.0,0.0007216308858019123
philœtius,10,0,0,philœtiu,NNP,1.8406240451762765e-05,54329.4,15.729445493891571,0.00028951995593346457,9,1,2.0,0.0036081544290095615
phlegians,1,0,0,phlegian,NNP,1.8406240451762765e-06,543294.0,19.051373588778933,3.5066416321142754e-05,9,1,2.0,0.0002990877822640945
phlegyans,1,0,0,phlegyan,NNS,1.8406240451762765e-06,543294.0,19.051373588778933,3.5066416321142754e-05,9,1,2.0,0.0002798376941374003
phoca,1,0,0,phoca,NN,1.8406240451762765e-06,543294.0,19.051373588778933,3.5066416321142754e-05,5,1,2.0,0.0002990430622009569
phocaean,2,0,0,phocaean,NNP,3.681248090352553e-06,271647.0,18.051373588778933,6.645158455193296e-05,8,1,2.0,0.0005980861244019139
phoceans,4,0,0,phocean,NNP,7.362496180705106e-06,135823.5,17.051373588778933,0.00012554067292316082,8,1,2.0,0.0011193507765496012
phocensian,2,0,0,phocensian,NNP,3.681248090352553e-06,271647.0,18.051373588778933,6.645158455193296e-05,10,1,2.0,0.000598175564528189
phocensians,1,0,0,phocensian,NNP,1.8406240451762765e-06,543294.0,19.051373588778933,3.5066416321142754e-05,11,1,2.0,0.0002990877822640945
phocian,1,0,0,phocian,JJ,1.8406240451762765e-06,543294.0,19.051373588778933,3.5066416321142754e-05,7,1,2.0,0.0002990877822640945
phoebus,22,0,0,phoebu,NNP,4.049372899387809e-05,24695.181818181816,14.591941970141637,0.0005908821436333109,7,1,2.0,0.006156429271022806
phoenicia,3,0,0,phoenicia,NNP,5.52187213552883e-06,181098.0,17.46641108805778,9.644728869483803e-05,9,1,2.0,0.0008971291866028708
phoenician,4,0,0,phoenician,JJ,7.362496180705106e-06,135823.5,17.051373588778933,0.00012554067292316082,10,1,2.0,0.0011961722488038277
phoenicians,3,0,0,phoenician,NNPS,5.52187213552883e-06,181098.0,17.46641108805778,9.644728869483803e-05,11,1,2.0,0.0008971291866028708
phoenix,12,0,0,phoenix,NNP,2.208748854211532e-05,45274.5,15.466411088057779,0.0003416141776951215,7,1,2.0,0.0033580523296488037
phorbas,4,0,0,phorba,NNP,7.362496180705106e-06,135823.5,17.051373588778933,0.00012554067292316082,7,2,1.0,0.0005789254764014947
phorcis,3,0,0,phorci,NNP,5.52187213552883e-06,181098.0,17.46641108805778,9.644728869483803e-05,7,1,2.0,0.0008972633467922835
phorcys,10,0,0,phorci,NNP,1.8406240451762765e-05,54329.4,15.729445493891571,0.00028951995593346457,7,4,0.0,0.0
photo,1,0,0,photo,NN,1.8406240451762765e-06,543294.0,19.051373588778933,3.5066416321142754e-05,5,1,2.0,0.0002990430622009569
phradmon,1,0,0,phradmon,NNP,1.8406240451762765e-06,543294.0,19.051373588778933,3.5066416321142754e-05,8,1,2.0,0.0002798376941374003
phradmonides,1,0,0,phradmonid,NNP,1.8406240451762765e-06,543294.0,19.051373588778933,3.5066416321142754e-05,12,1,2.0,0.0002990877822640945
phrasd,1,0,0,phrasd,JJ,1.8406240451762765e-06,543294.0,19.051373588778933,3.5066416321142754e-05,6,1,2.0,0.00036081544290095615
phrase,8,0,0,phrase,NN,1.4724992361410212e-05,67911.75,16.051373588778933,0.0002363563534849114,6,3,0.41503749927884376,0.0005349224007172202
phronius,4,0,0,phroniu,NNP,7.362496180705106e-06,135823.5,17.051373588778933,0.00012554067292316082,8,2,1.0,0.0006598585051019131
phrontes,1,0,0,phront,NNP,1.8406240451762765e-06,543294.0,19.051373588778933,3.5066416321142754e-05,8,1,2.0,0.0002990877822640945
phrontis,3,0,0,phronti,NNP,5.52187213552883e-06,181098.0,17.46641108805778,9.644728869483803e-05,8,3,0.41503749927884376,0.00019500458030705936
phryges,1,0,0,phryge,NNP,1.8406240451762765e-06,543294.0,19.051373588778933,3.5066416321142754e-05,7,1,2.0,0.0002990877822640945
phrygia,8,0,0,phrygia,NNP,1.4724992361410212e-05,67911.75,16.051373588778933,0.0002363563534849114,7,2,1.0,0.0011578509528029895
phrygian,4,0,0,phrygian,JJ,7.362496180705106e-06,135823.5,17.051373588778933,0.00012554067292316082,8,2,1.0,0.0006290393948466199
phrygians,5,0,0,phrygian,NNPS,9.203120225881383e-06,108658.8,16.72944549389157,0.00015396309819261367,9,2,1.0,0.000728469367533542
phrygiæ,1,0,0,phrygiæ,NNP,1.8406240451762765e-06,543294.0,19.051373588778933,3.5066416321142754e-05,7,1,2.0,0.0002990877822640945
phræcian,1,0,0,phræcian,JJ,1.8406240451762765e-06,543294.0,19.051373588778933,3.5066416321142754e-05,8,1,2.0,0.00036081544290095615
phthia,27,0,0,phthia,NNP,4.969684921975947e-05,20122.0,14.296486086615465,0.0007104903134189178,6,3,0.41503749927884376,0.0016278443795389695
phthian,4,0,0,phthian,JJ,7.362496180705106e-06,135823.5,17.051373588778933,0.00012554067292316082,7,2,1.0,0.0006599032251650507
phthians,2,0,0,phthian,NNP,3.681248090352553e-06,271647.0,18.051373588778933,6.645158455193296e-05,8,2,1.0,0.00028946273820074737
phthias,1,0,0,phthia,NNP,1.8406240451762765e-06,543294.0,19.051373588778933,3.5066416321142754e-05,7,1,2.0,0.0002990877822640945
phthires,1,0,0,phthire,NNP,1.8406240451762765e-06,543294.0,19.051373588778933,3.5066416321142754e-05,8,1,2.0,0.0002798376941374003
phthirorus,1,0,0,phthiroru,NNP,1.8406240451762765e-06,543294.0,19.051373588778933,3.5066416321142754e-05,10,1,2.0,0.0002990877822640945
phy,1,0,0,phi,NN,1.8406240451762765e-06,543294.0,19.051373588778933,3.5066416321142754e-05,3,1,2.0,0.0002990877822640945
phydas,1,0,0,phyda,NNP,1.8406240451762765e-06,543294.0,19.051373588778933,3.5066416321142754e-05,6,1,2.0,0.0002990877822640945
phylace,10,0,0,phylac,NNP,1.8406240451762765e-05,54329.4,15.729445493891571,0.00028951995593346457,7,4,0.0,0.0
phylacus,7,0,0,phylacu,NNP,1.2884368316233936e-05,77613.42857142858,16.24401866672133,0.00020929391943781694,8,4,0.0,0.0
phylas,4,0,0,phyla,NNP,7.362496180705106e-06,135823.5,17.051373588778933,0.00012554067292316082,6,2,1.0,0.0005789254764014947
phyleides,1,0,0,phyleid,NNP,1.8406240451762765e-06,543294.0,19.051373588778933,3.5066416321142754e-05,9,1,2.0,0.0002990877822640945
phyleus,11,0,0,phyleu,NNP,2.0246864496939044e-05,49390.36363636363,15.591941970141637,0.0003156879363135945,7,2,1.0,0.001558357405882396
phylides,7,0,0,phylid,NNP,1.2884368316233936e-05,77613.42857142858,16.24401866672133,0.00020929391943781694,8,1,2.0,0.0020936144758486614
phylo,4,0,0,phylo,NNP,7.362496180705106e-06,135823.5,17.051373588778933,0.00012554067292316082,5,2,1.0,0.0006598585051019131
phylomedusa,2,0,0,phylomedusa,NN,3.681248090352553e-06,271647.0,18.051373588778933,6.645158455193296e-05,11,2,1.0,0.00028946273820074737
phylëus,2,0,0,phylëu,NNP,3.681248090352553e-06,271647.0,18.051373588778933,6.645158455193296e-05,7,1,2.0,0.000598175564528189
physic,1,0,0,physic,JJ,1.8406240451762765e-06,543294.0,19.051373588778933,3.5066416321142754e-05,6,1,2.0,0.0002990877822640945
physical,2,0,0,physic,JJ,3.681248090352553e-06,271647.0,18.051373588778933,6.645158455193296e-05,8,1,2.0,0.0005980861244019139
physically,1,0,0,physic,RB,1.8406240451762765e-06,543294.0,19.051373588778933,3.5066416321142754e-05,10,1,2.0,0.0002990877822640945
physician,8,0,0,physician,NN,1.4724992361410212e-05,67911.75,16.051373588778933,0.0002363563534849114,9,4,0.0,0.0
physicians,6,0,0,physician,NNS,1.104374427105766e-05,90549.0,16.46641108805778,0.00018185083311861842,10,3,0.41503749927884376,0.0003772180741637629
physics,1,0,0,physic,JJ,1.8406240451762765e-06,543294.0,19.051373588778933,3.5066416321142754e-05,7,1,2.0,0.0002990877822640945
phæa,1,0,0,phæa,NNP,1.8406240451762765e-06,543294.0,19.051373588778933,3.5066416321142754e-05,4,1,2.0,0.0002990877822640945
phæacensian,4,0,0,phæacensian,JJ,7.362496180705106e-06,135823.5,17.051373588778933,0.00012554067292316082,11,1,2.0,0.0014432617716038246
phæacia,6,0,0,phæacia,NNP,1.104374427105766e-05,90549.0,16.46641108805778,0.00018185083311861842,7,1,2.0,0.002164892657405737
phæacian,17,0,0,phæacian,JJ,3.12906087679967e-05,31958.470588235297,14.963910747528594,0.0004682298768401383,8,1,2.0,0.006133862529316254
phæacians,22,0,0,phæacian,NNPS,4.049372899387809e-05,24695.181818181816,14.591941970141637,0.0005908821436333109,9,1,2.0,0.007937939743821036
phæacias,2,0,0,phæacia,NNP,3.681248090352553e-06,271647.0,18.051373588778933,6.645158455193296e-05,8,1,2.0,0.0007216308858019123
phæas,1,0,0,phæa,NNP,1.8406240451762765e-06,543294.0,19.051373588778933,3.5066416321142754e-05,5,1,2.0,0.0002990877822640945
phædon,1,0,0,phædon,NNP,1.8406240451762765e-06,543294.0,19.051373588778933,3.5066416321142754e-05,6,1,2.0,0.00036081544290095615
phædra,1,0,0,phædra,NNP,1.8406240451762765e-06,543294.0,19.051373588778933,3.5066416321142754e-05,6,1,2.0,0.00036081544290095615
phæneus,1,0,0,phæneu,NNP,1.8406240451762765e-06,543294.0,19.051373588778933,3.5066416321142754e-05,7,1,2.0,0.0002990877822640945
phænops,3,0,0,phænop,NNP,5.52187213552883e-06,181098.0,17.46641108805778,9.644728869483803e-05,7,1,2.0,0.0008972633467922835
phæra,1,0,0,phæra,NNP,1.8406240451762765e-06,543294.0,19.051373588778933,3.5066416321142754e-05,5,1,2.0,0.0002990877822640945
phæstus,3,0,0,phæstu,NNP,5.52187213552883e-06,181098.0,17.46641108805778,9.644728869483803e-05,7,2,1.0,0.0004794955037145726
phœbe,6,0,0,phœbe,NNP,1.104374427105766e-05,90549.0,16.46641108805778,0.00018185083311861842,5,2,1.0,0.000989854837747576
phœbus,79,0,0,phœbu,NNP,0.00014540929956892586,6877.139240506329,12.74759284060183,0.0018536185461417662,6,2,1.0,0.012338652514845058
phœebus,1,0,0,phœebu,NNP,1.8406240451762765e-06,543294.0,19.051373588778933,3.5066416321142754e-05,7,1,2.0,0.0002990877822640945
phœnicia,2,0,0,phœnicia,NNP,3.681248090352553e-06,271647.0,18.051373588778933,6.645158455193296e-05,8,1,2.0,0.0007216308858019123
phœnician,7,0,0,phœnician,NNP,1.2884368316233936e-05,77613.42857142858,16.24401866672133,0.00020929391943781694,9,2,1.0,0.0012319902198349158
phœnicians,2,0,0,phœnician,NNPS,3.681248090352553e-06,271647.0,18.051373588778933,6.645158455193296e-05,10,2,1.0,0.0003299516125825253
phœnix,14,0,0,phœnix,NNP,2.576873663246787e-05,38806.71428571429,15.24401866672133,0.00039281910224316595,6,2,1.0,0.002155342136485523
pick,8,0,0,pick,NN,1.4724992361410212e-05,67911.75,16.051373588778933,0.0002363563534849114,4,2,1.0,0.001176966880740271
pickd,1,0,0,pickd,NN,1.8406240451762765e-06,543294.0,19.051373588778933,3.5066416321142754e-05,5,1,2.0,0.0002990877822640945
picked,15,0,0,pick,VBD,2.760936067764415e-05,36219.6,15.144482993170415,0.00041812949323488983,6,2,1.0,0.002214014914411842
picking,1,0,0,pick,VBG,1.8406240451762765e-06,543294.0,19.051373588778933,3.5066416321142754e-05,7,1,2.0,0.0002990430622009569
picks,1,0,0,pick,VBZ,1.8406240451762765e-06,543294.0,19.051373588778933,3.5066416321142754e-05,5,1,2.0,0.0002798376941374003
picnic,1,0,0,picnic,NN,1.8406240451762765e-06,543294.0,19.051373588778933,3.5066416321142754e-05,6,1,2.0,0.0002990430622009569
pidytes,1,0,0,pidyt,NNP,1.8406240451762765e-06,543294.0,19.051373588778933,3.5066416321142754e-05,7,1,2.0,0.0002798376941374003
piecd,1,0,0,piecd,NN,1.8406240451762765e-06,543294.0,19.051373588778933,3.5066416321142754e-05,5,1,2.0,0.00036081544290095615
piece,51,0,0,piec,NN,9.38718263039901e-05,10652.823529411766,13.378948246807438,0.0012559063059543807,5,4,0.0,0.0
piecemeal,6,0,0,piecem,VB,1.104374427105766e-05,90549.0,16.46641108805778,0.00018185083311861842,9,2,1.0,0.0009281271771107144
pieces,55,0,0,piec,NNS,0.00010123432248469521,9878.072727272727,13.270013875254275,0.0013433808640238713,6,4,0.0,0.0
pied,1,0,0,pie,JJ,1.8406240451762765e-06,543294.0,19.051373588778933,3.5066416321142754e-05,4,1,2.0,0.00036081544290095615
piercd,21,0,0,piercd,NN,3.8653104948701806e-05,25871.14285714286,14.659056166000173,0.000566618036433319,6,2,1.0,0.0032947408653651463
pierce,15,0,0,pierc,VB,2.760936067764415e-05,36219.6,15.144482993170415,0.00041812949323488983,6,4,0.0,0.0
pierced,19,0,0,pierc,VBD,3.4971856858349256e-05,28594.421052631576,14.803446075335348,0.0005177039971569199,7,2,1.0,0.002687266146400638
piercer,1,0,0,piercer,NN,1.8406240451762765e-06,543294.0,19.051373588778933,3.5066416321142754e-05,7,1,2.0,0.00036081544290095615
pierces,1,0,0,pierc,VBZ,1.8406240451762765e-06,543294.0,19.051373588778933,3.5066416321142754e-05,7,1,2.0,0.0002798376941374003
pierceth,1,0,0,pierceth,NN,1.8406240451762765e-06,543294.0,19.051373588778933,3.5066416321142754e-05,8,1,2.0,0.00036081544290095615
piercing,7,0,0,pierc,VBG,1.2884368316233936e-05,77613.42857142858,16.24401866672133,0.00020929391943781694,8,3,0.41503749927884376,0.00044809928950666325
piercéd,3,0,0,piercéd,NN,5.52187213552883e-06,181098.0,17.46641108805778,9.644728869483803e-05,7,2,1.0,0.0004794955037145726
pieria,4,0,0,pieria,NNP,7.362496180705106e-06,135823.5,17.051373588778933,0.00012554067292316082,6,4,0.0,0.0
pierian,2,0,0,pierian,JJ,3.681248090352553e-06,271647.0,18.051373588778933,6.645158455193296e-05,7,1,2.0,0.000598175564528189
piety,13,0,0,pieti,NN,2.3928112587291597e-05,41791.84615384615,15.350933870637842,0.0003673188739766903,5,2,1.0,0.0022835727182193536
pig,7,0,0,pig,NN,1.2884368316233936e-05,77613.42857142858,16.24401866672133,0.00020929391943781694,3,2,1.0,0.001077536908053349
pigeon,3,0,0,pigeon,NN,5.52187213552883e-06,181098.0,17.46641108805778,9.644728869483803e-05,6,2,1.0,0.0005103593340330035
pigeons,1,0,0,pigeon,NNS,1.8406240451762765e-06,543294.0,19.051373588778933,3.5066416321142754e-05,7,1,2.0,0.0002990877822640945
pigeón,1,0,0,pigeón,NN,1.8406240451762765e-06,543294.0,19.051373588778933,3.5066416321142754e-05,6,1,2.0,0.0002990877822640945
pigs,36,0,0,pig,NNS,6.626246562634596e-05,15091.499999999998,13.881448587336621,0.0009198190098622816,4,2,1.0,0.005373172435585447
pigstye,2,0,0,pigsty,NN,3.681248090352553e-06,271647.0,18.051373588778933,6.645158455193296e-05,7,1,2.0,0.0005980861244019139
pigstyes,1,0,0,pigsty,NN,1.8406240451762765e-06,543294.0,19.051373588778933,3.5066416321142754e-05,8,1,2.0,0.0002990430622009569
pikd,1,0,0,pikd,JJ,1.8406240451762765e-06,543294.0,19.051373588778933,3.5066416321142754e-05,4,1,2.0,0.0002990877822640945
pike,2,0,0,pike,NN,3.681248090352553e-06,271647.0,18.051373588778933,6.645158455193296e-05,4,2,1.0,0.00028946273820074737
pikes,3,0,0,pike,NN,5.52187213552883e-06,181098.0,17.46641108805778,9.644728869483803e-05,5,2,1.0,0.0004390066293327947
pilasters,2,0,0,pilast,NN,3.681248090352553e-06,271647.0,18.051373588778933,6.645158455193296e-05,9,1,2.0,0.0007216308858019123
pild,9,0,0,pild,NN,1.656561640658649e-05,60365.99999999999,15.881448587336621,0.0002630859852787434,4,2,1.0,0.0014693503414621486
pile,34,0,0,pile,NN,6.25812175359934e-05,15979.235294117649,13.963910747528594,0.0008738785361442832,4,3,0.41503749927884376,0.002212722864044305
piled,2,0,0,pile,VBD,3.681248090352553e-06,271647.0,18.051373588778933,6.645158455193296e-05,5,1,2.0,0.0005980861244019139
piles,2,0,0,pile,NN,3.681248090352553e-06,271647.0,18.051373588778933,6.645158455193296e-05,5,1,2.0,0.000598175564528189
pilgrims,1,0,0,pilgrim,NN,1.8406240451762765e-06,543294.0,19.051373588778933,3.5066416321142754e-05,8,1,2.0,0.00036081544290095615
pillaged,1,0,0,pillag,NN,1.8406240451762765e-06,543294.0,19.051373588778933,3.5066416321142754e-05,8,1,2.0,0.0002990430622009569
pillager,2,0,0,pillag,NNP,3.681248090352553e-06,271647.0,18.051373588778933,6.645158455193296e-05,8,2,1.0,0.0003299516125825253
pillar,15,0,0,pillar,NN,2.760936067764415e-05,36219.6,15.144482993170415,0.00041812949323488983,6,4,0.0,0.0
pillars,2,0,0,pillar,NNS,3.681248090352553e-06,271647.0,18.051373588778933,6.645158455193296e-05,7,2,1.0,0.00032992925255095657
pillows,1,0,0,pillow,NN,1.8406240451762765e-06,543294.0,19.051373588778933,3.5066416321142754e-05,7,1,2.0,0.0002798376941374003
pilot,2,0,0,pilot,NN,3.681248090352553e-06,271647.0,18.051373588778933,6.645158455193296e-05,5,2,1.0,0.0003299516125825253
piloted,1,0,0,pilot,VBD,1.8406240451762765e-06,543294.0,19.051373588778933,3.5066416321142754e-05,7,1,2.0,0.0002990430622009569
pilots,4,0,0,pilot,NNS,7.362496180705106e-06,135823.5,17.051373588778933,0.00012554067292316082,6,3,0.41503749927884376,0.0002738753040869603
pin,6,0,0,pin,NN,1.104374427105766e-05,90549.0,16.46641108805778,0.00018185083311861842,3,3,0.41503749927884376,0.0004196324889912613
pinch,4,0,0,pinch,NN,7.362496180705106e-06,135823.5,17.051373588778933,0.00012554067292316082,5,2,1.0,0.0005981532044966202
pinchd,3,0,0,pinchd,VBZ,5.52187213552883e-06,181098.0,17.46641108805778,9.644728869483803e-05,6,2,1.0,0.0004794955037145726
pincheth,1,0,0,pincheth,NN,1.8406240451762765e-06,543294.0,19.051373588778933,3.5066416321142754e-05,8,1,2.0,0.0002990877822640945
pinching,1,0,0,pinch,JJ,1.8406240451762765e-06,543294.0,19.051373588778933,3.5066416321142754e-05,8,1,2.0,0.00036081544290095615
pind,7,0,0,pind,JJ,1.2884368316233936e-05,77613.42857142858,16.24401866672133,0.00020929391943781694,4,2,1.0,0.0011085348985611925
pine,10,0,0,pine,NN,1.8406240451762765e-05,54329.4,15.729445493891571,0.00028951995593346457,4,4,0.0,0.0
pine2,1,0,0,pine2,NN,1.8406240451762765e-06,543294.0,19.051373588778933,3.5066416321142754e-05,5,1,2.0,0.00036081544290095615
piner,2,0,0,piner,NN,3.681248090352553e-06,271647.0,18.051373588778933,6.645158455193296e-05,5,1,2.0,0.0007216308858019123
pines,3,0,0,pine,NN,5.52187213552883e-06,181098.0,17.46641108805778,9.644728869483803e-05,5,2,1.0,0.0005103593340330035
pinguis,1,0,0,pingui,NNP,1.8406240451762765e-06,543294.0,19.051373588778933,3.5066416321142754e-05,7,1,2.0,0.00036081544290095615
pinguiter,1,0,0,pinguit,NN,1.8406240451762765e-06,543294.0,19.051373588778933,3.5066416321142754e-05,9,1,2.0,0.00036081544290095615
pining,2,0,0,pine,VBG,3.681248090352553e-06,271647.0,18.051373588778933,6.645158455193296e-05,6,2,1.0,0.00032032656851917825
pinioned,1,0,0,pinion,VBD,1.8406240451762765e-06,543294.0,19.051373588778933,3.5066416321142754e-05,8,1,2.0,0.0002990877822640945
pinions,6,0,0,pinion,NNS,1.104374427105766e-05,90549.0,16.46641108805778,0.00018185083311861842,7,2,1.0,0.001020718668066007
pinnacle,2,0,0,pinnacl,NN,3.681248090352553e-06,271647.0,18.051373588778933,6.645158455193296e-05,8,2,1.0,0.00028946273820074737
pinnacles,2,0,0,pinnacl,NN,3.681248090352553e-06,271647.0,18.051373588778933,6.645158455193296e-05,9,1,2.0,0.000598175564528189
pins,4,0,0,pin,NNS,7.362496180705106e-06,135823.5,17.051373588778933,0.00012554067292316082,4,2,1.0,0.0006289723147519135
pious,15,0,0,piou,JJ,2.760936067764415e-05,36219.6,15.144482993170415,0.00041812949323488983,5,1,2.0,0.0054122316435143425
pipd,1,0,0,pipd,NN,1.8406240451762765e-06,543294.0,19.051373588778933,3.5066416321142754e-05,4,1,2.0,0.0002990877822640945
pipe,1,0,0,pipe,NN,1.8406240451762765e-06,543294.0,19.051373588778933,3.5066416321142754e-05,4,1,2.0,0.0002990877822640945
pipes,1,0,0,pipe,NNS,1.8406240451762765e-06,543294.0,19.051373588778933,3.5066416321142754e-05,5,1,2.0,0.0002798376941374003
piraeus,8,0,0,piraeu,NNP,1.4724992361410212e-05,67911.75,16.051373588778933,0.0002363563534849114,7,1,2.0,0.0023923444976076554
piraides,1,0,0,piraid,NNP,1.8406240451762765e-06,543294.0,19.051373588778933,3.5066416321142754e-05,8,1,2.0,0.0002990877822640945
pirasus,1,0,0,pirasu,NNP,1.8406240451762765e-06,543294.0,19.051373588778933,3.5066416321142754e-05,7,1,2.0,0.0002990877822640945
pirates,5,0,0,pirat,NNS,9.203120225881383e-06,108658.8,16.72944549389157,0.00015396309819261367,7,2,1.0,0.0008093800362023915
pireüs,1,0,0,pireü,NNP,1.8406240451762765e-06,543294.0,19.051373588778933,3.5066416321142754e-05,6,1,2.0,0.0002990877822640945
pirithous,11,0,0,pirith,NNP,2.0246864496939044e-05,49390.36363636363,15.591941970141637,0.0003156879363135945,9,4,0.0,0.0
pirous,1,0,0,pirou,NNP,1.8406240451762765e-06,543294.0,19.051373588778933,3.5066416321142754e-05,6,1,2.0,0.0002990877822640945
pirus,1,0,0,piru,NNP,1.8406240451762765e-06,543294.0,19.051373588778933,3.5066416321142754e-05,5,1,2.0,0.0002990877822640945
piræus,6,0,0,piræu,NNP,1.104374427105766e-05,90549.0,16.46641108805778,0.00018185083311861842,6,1,2.0,0.002164892657405737
pisander,19,0,0,pisand,NNP,3.4971856858349256e-05,28594.421052631576,14.803446075335348,0.0005177039971569199,8,4,0.0,0.0
pisanders,1,0,0,pisand,NNP,1.8406240451762765e-06,543294.0,19.051373588778933,3.5066416321142754e-05,9,1,2.0,0.0002990877822640945
pisandrus,1,0,0,pisandru,NN,1.8406240451762765e-06,543294.0,19.051373588778933,3.5066416321142754e-05,9,1,2.0,0.0002990877822640945
pisenor,5,0,0,pisenor,NNP,9.203120225881383e-06,108658.8,16.72944549389157,0.00015396309819261367,7,3,0.41503749927884376,0.00033193759222474643
pisenorides,1,0,0,pisenorid,NNP,1.8406240451762765e-06,543294.0,19.051373588778933,3.5066416321142754e-05,11,1,2.0,0.00036081544290095615
pisenors,1,0,0,pisenor,NNP,1.8406240451762765e-06,543294.0,19.051373588778933,3.5066416321142754e-05,8,1,2.0,0.0002990877822640945
pisistratus,38,0,0,pisistratu,NNP,6.994371371669851e-05,14297.210526315788,13.803446075335348,0.0009654642805971412,11,2,1.0,0.006052452466018177
pit,10,0,0,pit,NN,1.8406240451762765e-05,54329.4,15.729445493891571,0.00028951995593346457,3,3,0.41503749927884376,0.0007023412463164217
pitch,6,0,0,pitch,NN,1.104374427105766e-05,90549.0,16.46641108805778,0.00018185083311861842,5,3,0.41503749927884376,0.0004068321222893193
pitchd,8,0,0,pitchd,NN,1.4724992361410212e-05,67911.75,16.051373588778933,0.0002363563534849114,6,1,2.0,0.002392702258112756
pitched,1,0,0,pitch,VB,1.8406240451762765e-06,543294.0,19.051373588778933,3.5066416321142754e-05,7,1,2.0,0.0002798376941374003
pitcher,2,0,0,pitcher,NN,3.681248090352553e-06,271647.0,18.051373588778933,6.645158455193296e-05,7,2,1.0,0.00032992925255095657
pitching,3,0,0,pitch,NN,5.52187213552883e-06,181098.0,17.46641108805778,9.644728869483803e-05,8,2,1.0,0.0004794955037145726
pitchy,2,0,0,pitchi,NN,3.681248090352553e-06,271647.0,18.051373588778933,6.645158455193296e-05,6,1,2.0,0.000598175564528189
piteous,3,0,0,piteou,JJ,5.52187213552883e-06,181098.0,17.46641108805778,9.644728869483803e-05,7,2,1.0,0.00042938158526944754
piteously,12,0,0,piteous,NNS,2.208748854211532e-05,45274.5,15.466411088057779,0.0003416141776951215,9,3,0.41503749927884376,0.0007327373666262809
pithus,1,0,0,pithu,NNP,1.8406240451762765e-06,543294.0,19.051373588778933,3.5066416321142754e-05,6,1,2.0,0.0002990877822640945
pitiable,3,0,0,pitiabl,JJ,5.52187213552883e-06,181098.0,17.46641108805778,9.644728869483803e-05,8,2,1.0,0.00043896190926965705
pitied,12,0,0,piti,VBD,2.208748854211532e-05,45274.5,15.466411088057779,0.0003416141776951215,6,4,0.0,0.0
pities,5,0,0,piti,NNS,9.203120225881383e-06,108658.8,16.72944549389157,0.00015396309819261367,6,3,0.41503749927884376,0.00031515175155589033
pitiest,2,0,0,pitiest,JJS,3.681248090352553e-06,271647.0,18.051373588778933,6.645158455193296e-05,7,1,2.0,0.000598175564528189
pitifil,1,0,0,pitifil,NN,1.8406240451762765e-06,543294.0,19.051373588778933,3.5066416321142754e-05,7,1,2.0,0.0002990877822640945
pitiful,4,0,0,piti,JJ,7.362496180705106e-06,135823.5,17.051373588778933,0.00012554067292316082,7,3,0.41503749927884376,0.00024026650174290357
pitiless,4,0,0,pitiless,NN,7.362496180705106e-06,135823.5,17.051373588778933,0.00012554067292316082,8,2,1.0,0.0005788807563383572
pits,6,0,0,pit,NNS,1.104374427105766e-05,90549.0,16.46641108805778,0.00018185083311861842,4,3,0.41503749927884376,0.0003851797418460051
